NUM,W1,W2,W3,W4,L1,L2,L3,L4,S21M,S21P,S21M.1,S21P.1,S21M.2,S21P.2,S21M.3,S21P.3,S21M.4,S21P.4,S21M.5,S21P.5,S21M.6,S21P.6,S21M.7,S21P.7,S21M.8,S21P.8,S21M.9,S21P.9,S21M.10,S21P.10,S21M.11,S21P.11,S21M.12,S21P.12,S21M.13,S21P.13,S21M.14,S21P.14,S21M.15,S21P.15,W5,W6,L5,L6
13,6806.29379299267,300.027553567037,6816.33131231306,293.644791762493,3.60016311698558,10.1649899872249,12.815669203017,6.07156318172171,0.986,-0.156,0.703,-0.704,0.131,-0.977,-0.513,-0.797,-0.797,-0.191,-0.528,0.275,-0.204,0.338,-0.04,0.264,0.027,0.191,0.054,0.14,0.065,0.107,0.073,0.085,0.082,0.072,0.096,0.064,0.122,0.059,0.16,0.056,0.0,0.0,0.0,0.0
14,6808.68077173692,303.993764227818,6815.76249008058,309.250105077437,5.94443203402657,14.0066265876285,7.43816695804237,6.22302142326464,0.986,-0.157,0.699,-0.706,0.133,-0.974,-0.504,-0.83,-0.885,-0.22,-0.573,0.384,-0.14,0.405,0.025,0.266,0.068,0.168,0.076,0.11,0.075,0.076,0.074,0.056,0.075,0.042,0.08,0.033,0.092,0.026,0.108,0.02,0.0,0.0,0.0,0.0
15,6812.8292334444,301.312672454023,6812.75709324336,295.591270219883,3.40558862322294,12.5775100970399,11.0710376899479,3.62387637544183,0.988,-0.147,0.737,-0.67,0.213,-0.962,-0.403,-0.848,-0.733,-0.339,-0.598,0.124,-0.327,0.283,-0.14,0.275,-0.04,0.228,0.012,0.183,0.04,0.149,0.058,0.126,0.073,0.111,0.09,0.102,0.114,0.098,0.143,0.098,0.0,0.0,0.0,0.0
16,6805.98637652369,304.895173124263,6810.92035932252,309.669593582894,4.84489371155185,11.599423656876,13.0003897176031,4.32537907465436,0.986,-0.161,0.686,-0.719,0.09,-0.98,-0.564,-0.756,-0.783,-0.108,-0.465,0.297,-0.168,0.32,-0.028,0.245,0.029,0.179,0.053,0.134,0.066,0.105,0.075,0.086,0.088,0.075,0.108,0.069,0.146,0.064,0.204,0.055,0.0,0.0,0.0,0.0
17,6802.86584106481,297.157642822804,6813.06398629151,306.256105837782,3.23551006052461,8.86378818362864,9.52638806438236,3.08335866928923,0.992,-0.12,0.821,-0.565,0.455,-0.881,-0.037,-0.979,-0.523,-0.78,-0.772,-0.324,-0.664,0.108,-0.405,0.297,-0.198,0.312,-0.075,0.268,-0.009,0.217,0.026,0.175,0.046,0.143,0.058,0.12,0.067,0.103,0.074,0.093,0.0,0.0,0.0,0.0
18,6805.88991426909,304.704186700934,6815.91288074422,306.555332214522,6.70602769541994,10.6656899727832,7.51734320237603,2.54308325135309,0.99,-0.132,0.785,-0.613,0.357,-0.928,-0.207,-0.966,-0.706,-0.616,-0.78,-0.034,-0.484,0.294,-0.214,0.329,-0.067,0.27,0.003,0.208,0.036,0.159,0.052,0.124,0.061,0.1,0.067,0.082,0.073,0.07,0.078,0.063,0.0,0.0,0.0,0.0
19,6816.56505463484,308.119809864657,6814.75421059175,301.782488296017,3.44296967395572,7.70816234904832,6.84767698617951,6.686121499502,0.992,-0.118,0.827,-0.555,0.477,-0.87,0.014,-0.987,-0.471,-0.865,-0.854,-0.462,-0.858,0.14,-0.456,0.466,-0.124,0.422,0.017,0.298,0.065,0.202,0.077,0.139,0.077,0.098,0.073,0.072,0.07,0.054,0.067,0.044,0.0,0.0,0.0,0.0
20,6810.26285349681,299.518488081313,6812.02995802944,293.838396067092,6.27206256941763,11.9913491630082,6.51252175675907,3.73046079403996,0.989,-0.136,0.771,-0.63,0.316,-0.938,-0.253,-0.94,-0.727,-0.574,-0.793,0.015,-0.463,0.356,-0.163,0.363,-0.017,0.274,0.041,0.195,0.062,0.14,0.069,0.104,0.072,0.08,0.074,0.064,0.078,0.053,0.083,0.046,0.0,0.0,0.0,0.0
21,6805.57842610341,308.528341481647,6805.53722358047,301.404589618589,2.90435754670704,13.9552563209279,7.09822165443613,5.5568097250752,0.989,-0.139,0.762,-0.634,0.305,-0.934,-0.264,-0.935,-0.739,-0.553,-0.773,0.039,-0.442,0.344,-0.168,0.348,-0.031,0.272,0.03,0.204,0.057,0.155,0.07,0.121,0.079,0.099,0.088,0.084,0.102,0.074,0.118,0.069,0.0,0.0,0.0,0.0
22,6804.82315743481,297.939251919563,6810.92636700546,297.730235999601,6.8006476843941,12.1734520651503,6.923254057149,2.52083728897693,0.989,-0.136,0.771,-0.631,0.313,-0.942,-0.273,-0.933,-0.721,-0.524,-0.718,0.022,-0.43,0.288,-0.191,0.31,-0.06,0.257,0.005,0.2,0.037,0.156,0.054,0.125,0.064,0.102,0.073,0.087,0.082,0.076,0.092,0.071,0.0,0.0,0.0,0.0
23,6818.19633071326,299.445003538512,6812.6253245758,303.430354212063,3.83442724226973,8.69592229482801,6.93348225645346,4.31132687815861,0.992,-0.115,0.837,-0.542,0.504,-0.858,0.052,-0.993,-0.439,-0.888,-0.822,-0.494,-0.835,0.069,-0.499,0.391,-0.193,0.399,-0.035,0.308,0.031,0.224,0.057,0.162,0.065,0.12,0.067,0.091,0.067,0.071,0.067,0.061,0.0,0.0,0.0,0.0
24,6815.17802343796,293.258169788319,6812.86693997333,304.606251319348,4.75025968362652,9.51337827518313,8.14353914241882,6.0070354830203,0.989,-0.136,0.773,-0.628,0.326,-0.937,-0.237,-0.963,-0.761,-0.628,-0.89,0.052,-0.45,0.457,-0.096,0.394,0.032,0.26,0.067,0.168,0.073,0.112,0.071,0.078,0.067,0.057,0.064,0.042,0.063,0.033,0.063,0.027,0.0,0.0,0.0,0.0
25,6813.17445767319,297.898586661219,6816.87627077855,306.382054399991,4.1206044062911,12.4231103962876,11.3597031882012,6.52391057175568,0.985,-0.163,0.68,-0.727,0.07,-0.99,-0.606,-0.748,-0.811,-0.046,-0.424,0.35,-0.117,0.325,0.005,0.228,0.047,0.156,0.061,0.111,0.066,0.083,0.07,0.065,0.076,0.054,0.087,0.046,0.108,0.041,0.136,0.036,0.0,0.0,0.0,0.0
26,6810.59216063571,295.946910141125,6803.94494937943,301.259618401016,2.03038962007041,12.3601175650172,10.881683709858,6.36964128979476,0.987,-0.15,0.726,-0.681,0.185,-0.972,-0.455,-0.831,-0.755,-0.266,-0.552,0.178,-0.276,0.287,-0.109,0.259,-0.025,0.209,0.018,0.167,0.042,0.136,0.058,0.115,0.072,0.101,0.088,0.092,0.111,0.088,0.138,0.087,0.0,0.0,0.0,0.0
27,6809.37949822849,308.836690729348,6818.34917008295,299.501803669923,4.36434046345865,10.7151110983233,9.89745375857402,2.34448913083055,0.99,-0.132,0.786,-0.611,0.355,-0.925,-0.206,-0.95,-0.671,-0.596,-0.73,-0.068,-0.486,0.233,-0.251,0.294,-0.108,0.264,-0.03,0.217,0.012,0.177,0.037,0.147,0.052,0.125,0.065,0.109,0.077,0.099,0.089,0.094,0.0,0.0,0.0,0.0
28,6813.19717553166,300.887150718686,6801.89794837479,301.702735054673,6.43817612869158,8.527537156532,9.28182863832037,3.05364377577301,0.99,-0.133,0.782,-0.611,0.361,-0.92,-0.182,-0.975,-0.712,-0.672,-0.86,-0.037,-0.509,0.364,-0.184,0.374,-0.03,0.282,0.032,0.202,0.055,0.146,0.064,0.109,0.067,0.084,0.068,0.066,0.071,0.054,0.074,0.047,0.0,0.0,0.0,0.0
29,6818.95225860517,294.898296046296,6817.61921935833,310.161532760319,5.5648381963038,13.5490811676474,12.7328799643406,2.685847711184,0.985,-0.165,0.67,-0.734,0.04,-0.981,-0.607,-0.674,-0.702,-0.04,-0.398,0.256,-0.166,0.272,-0.049,0.223,0.008,0.176,0.037,0.142,0.056,0.12,0.073,0.106,0.095,0.098,0.128,0.096,0.195,0.094,0.299,0.074,0.0,0.0,0.0,0.0
30,6806.04217768811,305.114450994254,6805.35508147095,294.933407001388,6.84722490076821,6.82072099400273,11.024966542192,6.50110367100449,0.987,-0.15,0.722,-0.676,0.208,-0.944,-0.359,-0.881,-0.835,-0.475,-0.836,0.274,-0.252,0.53,0.03,0.344,0.089,0.199,0.092,0.12,0.085,0.077,0.077,0.052,0.072,0.036,0.071,0.026,0.072,0.018,0.076,0.012,0.0,0.0,0.0,0.0
31,6817.66449397444,306.812985871772,6804.29510120112,298.530794961296,4.51343416734084,13.1743165470225,13.2513153984378,6.1835584333237,0.983,-0.175,0.63,-0.77,-0.059,-0.985,-0.718,-0.581,-0.695,0.135,-0.282,0.349,-0.056,0.276,0.026,0.19,0.054,0.133,0.065,0.098,0.072,0.077,0.081,0.064,0.098,0.056,0.13,0.051,0.209,0.039,0.365,-0.028,0.0,0.0,0.0,0.0
32,6810.99604029118,302.065812857606,6803.97259522462,305.999286817769,3.3829239899809,12.9138108311774,12.1765234636218,5.08711990261185,0.986,-0.159,0.692,-0.716,0.094,-0.98,-0.552,-0.746,-0.752,-0.127,-0.471,0.258,-0.195,0.304,-0.051,0.247,0.014,0.188,0.044,0.145,0.06,0.116,0.073,0.098,0.087,0.086,0.108,0.081,0.147,0.079,0.204,0.075,0.0,0.0,0.0,0.0
33,6817.97820080844,294.505049896511,6803.85592710585,293.323056529247,6.18976695089931,7.96564317674697,8.81770737320084,6.31073522380983,0.989,-0.141,0.755,-0.647,0.281,-0.942,-0.281,-0.935,-0.792,-0.588,-0.914,0.14,-0.372,0.533,-0.018,0.387,0.074,0.23,0.087,0.139,0.081,0.088,0.073,0.059,0.067,0.041,0.062,0.029,0.06,0.021,0.06,0.016,0.0,0.0,0.0,0.0
34,6811.6458338499,300.337875780565,6814.81203880529,303.639176532981,5.2074607847123,10.0812541409265,10.3447999068806,5.56651028354404,0.988,-0.149,0.729,-0.678,0.207,-0.97,-0.423,-0.893,-0.872,-0.347,-0.665,0.303,-0.222,0.412,-0.017,0.294,0.048,0.192,0.066,0.128,0.068,0.089,0.068,0.065,0.067,0.05,0.068,0.04,0.073,0.032,0.079,0.028,0.0,0.0,0.0,0.0
35,6811.46600517855,294.840985445445,6808.68487064682,306.611747263494,5.78462158116078,9.6287842015163,13.7438019176206,3.81260237731671,0.986,-0.159,0.693,-0.705,0.129,-0.969,-0.514,-0.808,-0.827,-0.182,-0.524,0.307,-0.185,0.348,-0.027,0.263,0.034,0.188,0.058,0.138,0.07,0.106,0.079,0.086,0.09,0.073,0.109,0.064,0.147,0.056,0.205,0.04,0.0,0.0,0.0,0.0
36,6804.77895895607,306.848273620497,6809.47453274908,299.756689079787,3.92858969490903,10.0813055694519,5.10593328023688,6.71547580045137,0.991,-0.123,0.812,-0.57,0.444,-0.876,-0.023,-0.973,-0.5,-0.839,-0.886,-0.424,-0.864,0.222,-0.392,0.521,-0.064,0.421,0.052,0.279,0.083,0.183,0.087,0.124,0.083,0.087,0.078,0.063,0.073,0.047,0.071,0.038,0.0,0.0,0.0,0.0
37,6808.97142149189,302.83787036272,6805.89522009201,302.50225292751,5.09471588780078,8.30829119949416,6.42773082857007,3.65697306610933,0.992,-0.114,0.838,-0.54,0.508,-0.854,0.062,-0.989,-0.42,-0.896,-0.814,-0.526,-0.867,0.045,-0.528,0.407,-0.196,0.42,-0.028,0.32,0.04,0.227,0.064,0.162,0.07,0.118,0.07,0.088,0.069,0.067,0.067,0.056,0.0,0.0,0.0,0.0
38,6802.39611370826,306.968976668665,6811.65447082021,303.412447104089,2.67777273085087,14.4567306126425,9.30105055837644,5.34157201822126,0.987,-0.149,0.727,-0.677,0.197,-0.965,-0.428,-0.848,-0.768,-0.311,-0.596,0.176,-0.295,0.313,-0.108,0.282,-0.015,0.223,0.03,0.174,0.053,0.139,0.068,0.116,0.082,0.101,0.1,0.091,0.129,0.086,0.166,0.082,0.0,0.0,0.0,0.0
39,6817.95611987762,305.814898738895,6802.53557659165,303.517703716288,4.07473178499687,14.7536544012276,11.1116605630295,4.82591686438405,0.985,-0.164,0.675,-0.732,0.051,-0.984,-0.602,-0.704,-0.747,-0.051,-0.42,0.294,-0.152,0.303,-0.025,0.234,0.029,0.174,0.053,0.132,0.066,0.106,0.078,0.089,0.094,0.08,0.12,0.075,0.174,0.072,0.263,0.057,0.0,0.0,0.0,0.0
40,6801.8303171116,294.314679499887,6803.60531743381,297.471900468989,5.41634236314865,9.9338464827019,6.62550420716827,5.32905065814982,0.99,-0.131,0.79,-0.606,0.373,-0.917,-0.155,-0.972,-0.666,-0.722,-0.925,-0.13,-0.608,0.415,-0.177,0.45,0.01,0.311,0.066,0.201,0.077,0.132,0.076,0.091,0.071,0.065,0.067,0.048,0.064,0.036,0.063,0.03,0.0,0.0,0.0,0.0
41,6803.72522484928,298.444545932778,6803.53786400677,298.062456600503,3.9060449520121,7.89125383981989,6.07407327588152,3.26042383442646,0.994,-0.104,0.866,-0.495,0.588,-0.804,0.2,-0.974,-0.243,-0.963,-0.658,-0.725,-0.877,-0.263,-0.742,0.203,-0.422,0.401,-0.173,0.384,-0.039,0.305,0.023,0.23,0.051,0.173,0.062,0.132,0.066,0.103,0.066,0.087,0.0,0.0,0.0,0.0
42,6812.43905567194,304.711734974755,6815.19923882788,298.831574820479,6.75173283085858,7.23581558946757,13.6509575607044,6.79333949213344,0.985,-0.166,0.663,-0.727,0.074,-0.953,-0.531,-0.775,-0.897,-0.165,-0.529,0.461,-0.071,0.413,0.065,0.246,0.088,0.147,0.087,0.094,0.083,0.064,0.082,0.046,0.086,0.034,0.097,0.025,0.124,0.013,0.169,-0.007,0.0,0.0,0.0,0.0
43,6806.36363482059,300.739108094756,6808.2821130583,298.617544670134,5.5508208989627,9.90138734805199,13.5564033243657,2.51215588098375,0.987,-0.153,0.713,-0.683,0.181,-0.958,-0.444,-0.838,-0.782,-0.278,-0.573,0.206,-0.268,0.315,-0.094,0.273,-0.01,0.216,0.031,0.17,0.054,0.138,0.071,0.117,0.088,0.104,0.112,0.095,0.154,0.088,0.212,0.074,0.0,0.0,0.0,0.0
44,6802.26383980166,298.664866832474,6805.5262435923,298.744552683798,4.09529835734536,7.39539194692057,12.6563021131694,6.55478044888394,0.988,-0.148,0.729,-0.672,0.212,-0.952,-0.378,-0.867,-0.784,-0.406,-0.706,0.178,-0.323,0.398,-0.07,0.334,0.031,0.234,0.065,0.163,0.076,0.117,0.08,0.088,0.085,0.07,0.092,0.057,0.107,0.049,0.128,0.044,0.0,0.0,0.0,0.0
45,6813.92753417457,302.193584833189,6809.60392656509,304.622270038076,3.03960393165865,6.90757961235691,6.67279312181268,3.46530561190619,0.994,-0.099,0.878,-0.474,0.624,-0.776,0.265,-0.958,-0.153,-0.98,-0.563,-0.802,-0.835,-0.411,-0.812,0.055,-0.547,0.34,-0.277,0.394,-0.105,0.341,-0.014,0.27,0.031,0.208,0.052,0.161,0.061,0.127,0.064,0.107,0.0,0.0,0.0,0.0
46,6807.37620643096,299.159824565361,6816.85528857182,300.598391298099,6.93792605315906,9.87948351860802,9.405362741214,4.00170577531643,0.988,-0.145,0.742,-0.662,0.246,-0.96,-0.368,-0.922,-0.853,-0.427,-0.721,0.245,-0.278,0.413,-0.045,0.313,0.036,0.21,0.061,0.142,0.067,0.1,0.067,0.073,0.067,0.056,0.068,0.044,0.071,0.035,0.075,0.03,0.0,0.0,0.0,0.0
47,6816.15139922473,307.603698375378,6814.12988188736,299.512051081669,3.99336196808357,10.3659548062287,8.10059252306116,5.61446831877764,0.99,-0.134,0.78,-0.62,0.343,-0.933,-0.217,-0.969,-0.737,-0.637,-0.858,0.006,-0.482,0.396,-0.149,0.383,-0.003,0.275,0.048,0.188,0.064,0.132,0.068,0.095,0.068,0.072,0.067,0.056,0.068,0.045,0.07,0.039,0.0,0.0,0.0,0.0
48,6814.90186495573,307.655710529705,6813.97764525704,301.531352449736,6.91408829902329,6.27677827195391,6.5763883581563,5.99987488903055,0.991,-0.125,0.804,-0.584,0.413,-0.886,-0.06,-0.95,-0.501,-0.799,-0.872,-0.432,-0.937,0.241,-0.365,0.632,0.021,0.445,0.109,0.256,0.113,0.15,0.1,0.093,0.087,0.06,0.076,0.04,0.068,0.027,0.064,0.02,0.0,0.0,0.0,0.0
49,6811.95251849532,300.007647285831,6809.17549281666,305.074018236402,5.13135137596626,13.6546462310995,12.7533550529756,2.73350601955499,0.985,-0.163,0.674,-0.73,0.05,-0.977,-0.586,-0.682,-0.698,-0.069,-0.417,0.239,-0.185,0.271,-0.061,0.229,0.0001412,0.184,0.033,0.151,0.055,0.128,0.074,0.115,0.098,0.108,0.136,0.107,0.211,0.106,0.334,0.082,0.0,0.0,0.0,0.0
50,6816.62074995922,304.501579461059,6808.40066300524,296.269550269373,6.17358072959609,8.14977351243982,5.77490273426779,3.35669813547383,0.992,-0.115,0.837,-0.541,0.504,-0.854,0.059,-0.982,-0.412,-0.887,-0.796,-0.532,-0.869,0.021,-0.549,0.402,-0.206,0.432,-0.028,0.331,0.044,0.234,0.068,0.165,0.075,0.119,0.074,0.088,0.072,0.067,0.07,0.055,0.0,0.0,0.0,0.0
51,6817.06211713798,305.141675145784,6812.88382701378,310.818539931388,4.2721688100389,12.2617101795199,11.3119238811659,3.46319437051322,0.987,-0.15,0.726,-0.681,0.187,-0.97,-0.446,-0.837,-0.767,-0.284,-0.575,0.187,-0.279,0.308,-0.1,0.272,-0.013,0.214,0.029,0.166,0.05,0.132,0.064,0.11,0.076,0.095,0.09,0.086,0.113,0.082,0.14,0.08,0.0,0.0,0.0,0.0
52,6807.24987193666,305.013492695235,6802.17568355169,306.964207564232,4.15831547790378,10.409876386948,7.16689005600081,6.36656098151918,0.99,-0.134,0.78,-0.619,0.347,-0.929,-0.202,-0.97,-0.726,-0.669,-0.907,-0.018,-0.51,0.438,-0.133,0.413,0.018,0.282,0.064,0.185,0.074,0.125,0.073,0.087,0.07,0.064,0.068,0.048,0.067,0.037,0.067,0.031,0.0,0.0,0.0,0.0
53,6808.21297779516,301.754630278064,6813.07768707752,293.238150947084,3.19741194627426,11.6873462246108,12.7811222500859,4.09078998626362,0.987,-0.152,0.716,-0.69,0.161,-0.967,-0.46,-0.8,-0.733,-0.258,-0.549,0.169,-0.281,0.289,-0.111,0.267,-0.023,0.217,0.023,0.175,0.048,0.144,0.066,0.123,0.084,0.111,0.107,0.105,0.147,0.104,0.203,0.105,0.0,0.0,0.0,0.0
54,6816.33761787907,308.721943080524,6803.25358028894,297.430196657059,3.45621272195373,9.50248078224415,10.6735510612124,4.73074271025817,0.99,-0.136,0.771,-0.63,0.316,-0.939,-0.26,-0.941,-0.73,-0.554,-0.761,0.023,-0.446,0.325,-0.176,0.337,-0.038,0.266,0.023,0.198,0.05,0.149,0.062,0.115,0.068,0.093,0.074,0.077,0.082,0.067,0.09,0.062,0.0,0.0,0.0,0.0
55,6814.58386183748,300.175866015503,6816.92444148522,293.569763365479,5.40370029064629,11.8349315160696,13.1542078471012,6.67124247872001,0.983,-0.176,0.628,-0.77,-0.052,-0.986,-0.732,-0.609,-0.741,0.17,-0.257,0.392,-0.022,0.28,0.047,0.177,0.064,0.116,0.068,0.081,0.07,0.06,0.074,0.047,0.083,0.039,0.103,0.032,0.148,0.022,0.228,-0.006,0.0,0.0,0.0,0.0
56,6810.93613391915,310.040672460789,6814.48969143905,308.327957620546,6.79222820769281,8.93208053395181,10.8237703339632,5.79474621459637,0.987,-0.155,0.708,-0.694,0.166,-0.968,-0.46,-0.87,-0.918,-0.298,-0.638,0.406,-0.141,0.436,0.035,0.274,0.074,0.166,0.078,0.105,0.074,0.07,0.069,0.05,0.067,0.036,0.068,0.027,0.072,0.02,0.078,0.015,0.0,0.0,0.0,0.0
57,6813.76830994638,305.287751079026,6805.27973203956,309.275168654613,6.82956945643252,10.5189931351233,12.3862787526695,5.27501948124842,0.985,-0.167,0.664,-0.737,0.049,-0.985,-0.633,-0.749,-0.862,0.014,-0.377,0.423,-0.057,0.331,0.041,0.21,0.065,0.134,0.07,0.091,0.07,0.065,0.071,0.049,0.075,0.039,0.084,0.031,0.103,0.024,0.13,0.015,0.0,0.0,0.0,0.0
58,6810.16647249018,309.809962468674,6810.2407022952,307.971272288184,2.24990734381248,8.46710842508844,12.6540580647392,4.79942735956109,0.99,-0.136,0.771,-0.627,0.313,-0.929,-0.249,-0.905,-0.652,-0.533,-0.684,-0.062,-0.474,0.214,-0.259,0.288,-0.117,0.271,-0.034,0.232,0.014,0.195,0.044,0.166,0.066,0.147,0.087,0.135,0.115,0.131,0.147,0.132,0.0,0.0,0.0,0.0
59,6818.28469774516,308.793377560471,6811.049551149,308.004456577386,4.76016061814062,14.5734083157431,6.57146670674947,4.78194762734072,0.988,-0.145,0.743,-0.659,0.247,-0.95,-0.342,-0.897,-0.777,-0.456,-0.733,0.137,-0.364,0.384,-0.102,0.342,0.012,0.25,0.055,0.179,0.072,0.131,0.079,0.101,0.085,0.081,0.094,0.069,0.111,0.061,0.134,0.056,0.0,0.0,0.0,0.0
60,6802.58975408262,305.428637641075,6806.13996401755,304.407152351456,3.93421397584673,9.78603447899542,10.5180038868293,3.12795903070776,0.99,-0.132,0.785,-0.611,0.356,-0.923,-0.198,-0.952,-0.671,-0.615,-0.758,-0.076,-0.507,0.256,-0.248,0.319,-0.093,0.278,-0.013,0.222,0.027,0.175,0.048,0.141,0.061,0.116,0.07,0.099,0.08,0.088,0.09,0.082,0.0,0.0,0.0,0.0
61,6811.58637577165,301.639075449203,6814.50152817819,296.223774866348,3.06270415963184,11.1216515268819,9.81083629385966,5.45761515922873,0.989,-0.141,0.758,-0.646,0.279,-0.954,-0.326,-0.923,-0.775,-0.466,-0.71,0.114,-0.368,0.34,-0.13,0.315,-0.018,0.24,0.031,0.178,0.052,0.134,0.061,0.104,0.067,0.084,0.073,0.07,0.08,0.061,0.089,0.057,0.0,0.0,0.0,0.0
62,6802.73123041371,305.508129057975,6814.2160372336,306.849576408515,6.17773944923592,13.5233475087039,11.9057479999901,2.37889926883973,0.985,-0.162,0.681,-0.724,0.068,-0.984,-0.592,-0.709,-0.721,-0.064,-0.416,0.253,-0.177,0.274,-0.056,0.225,0.003,0.178,0.033,0.144,0.052,0.12,0.068,0.106,0.087,0.098,0.115,0.094,0.165,0.093,0.239,0.086,0.0,0.0,0.0,0.0
63,6806.1396534428,299.840010222016,6801.49845434941,297.874173425889,5.6464781154377,13.5231411530251,11.6221832440455,4.80135458507431,0.984,-0.168,0.659,-0.746,0.015,-0.991,-0.664,-0.679,-0.764,0.047,-0.351,0.353,-0.086,0.3,0.014,0.208,0.049,0.144,0.061,0.104,0.067,0.08,0.073,0.064,0.082,0.055,0.1,0.049,0.134,0.043,0.185,0.034,0.0,0.0,0.0,0.0
64,6807.50092823171,302.876660426492,6815.73789418387,310.295932706586,2.14042678716685,13.021922515295,9.66980113273391,2.02760643712554,0.991,-0.128,0.794,-0.6,0.365,-0.906,-0.167,-0.902,-0.544,-0.587,-0.619,-0.198,-0.505,0.064,-0.354,0.187,-0.228,0.227,-0.137,0.231,-0.074,0.221,-0.027,0.209,0.009,0.2,0.041,0.195,0.075,0.197,0.107,0.203,0.0,0.0,0.0,0.0
65,6817.6910617373,295.118622026275,6813.02027784196,295.72922388873,5.69347966284535,8.47406626431543,10.570760222594,3.88248844794829,0.989,-0.139,0.761,-0.637,0.303,-0.939,-0.271,-0.947,-0.78,-0.562,-0.811,0.1,-0.401,0.403,-0.111,0.354,0.008,0.251,0.05,0.174,0.064,0.124,0.068,0.092,0.07,0.071,0.071,0.057,0.075,0.047,0.08,0.041,0.0,0.0,0.0,0.0
66,6804.15677603122,310.261761427589,6811.53884821703,304.121010215116,2.48177876724313,10.9729268811517,6.06712796760609,6.45457291734489,0.991,-0.123,0.81,-0.572,0.441,-0.882,-0.041,-0.985,-0.552,-0.816,-0.876,-0.316,-0.724,0.232,-0.352,0.41,-0.111,0.356,-0.001,0.266,0.045,0.194,0.063,0.144,0.07,0.11,0.073,0.086,0.075,0.07,0.077,0.061,0.0,0.0,0.0,0.0
67,6813.01258320793,296.565194477589,6803.04862138547,302.605780148561,5.69174707831079,13.0858323529984,11.074880561238,2.61768462159462,0.987,-0.155,0.706,-0.702,0.133,-0.98,-0.522,-0.783,-0.754,-0.169,-0.49,0.227,-0.222,0.288,-0.077,0.244,-0.007,0.192,0.028,0.152,0.048,0.125,0.062,0.106,0.077,0.095,0.095,0.089,0.126,0.086,0.165,0.085,0.0,0.0,0.0,0.0
68,6808.91578627969,304.829421661916,6816.99319175761,298.816970672142,5.2080276059194,10.6513177518301,7.78500902421825,6.76492482818464,0.988,-0.145,0.744,-0.661,0.25,-0.957,-0.346,-0.926,-0.855,-0.487,-0.809,0.256,-0.277,0.484,-0.008,0.337,0.065,0.207,0.078,0.13,0.075,0.085,0.07,0.059,0.066,0.042,0.063,0.031,0.063,0.023,0.065,0.019,0.0,0.0,0.0,0.0
69,6807.87608146093,308.957056514549,6811.58485350334,293.481045069118,5.30987286722833,14.0308308597197,9.66963871311935,6.62186588840018,0.984,-0.167,0.663,-0.741,0.036,-0.991,-0.651,-0.729,-0.841,0.036,-0.362,0.415,-0.055,0.324,0.041,0.206,0.064,0.132,0.069,0.09,0.069,0.065,0.07,0.049,0.074,0.039,0.085,0.032,0.105,0.025,0.135,0.017,0.0,0.0,0.0,0.0
70,6810.47060230684,296.635911173953,6817.90489418226,306.58455013724,5.36342262538016,8.86713049799701,10.2800507612172,5.45824176707192,0.988,-0.145,0.744,-0.66,0.25,-0.956,-0.35,-0.922,-0.842,-0.465,-0.768,0.23,-0.294,0.443,-0.037,0.331,0.047,0.215,0.068,0.141,0.071,0.097,0.07,0.069,0.068,0.052,0.068,0.04,0.07,0.032,0.074,0.027,0.0,0.0,0.0,0.0
71,6803.54157053509,296.231018641517,6804.72332135851,299.49738078487,6.82585896820285,12.0713267740739,8.78095103569839,5.10961905478367,0.986,-0.156,0.705,-0.703,0.141,-0.981,-0.514,-0.839,-0.889,-0.198,-0.547,0.38,-0.137,0.385,0.018,0.255,0.06,0.163,0.069,0.107,0.069,0.075,0.067,0.054,0.067,0.041,0.069,0.032,0.075,0.025,0.084,0.021,0.0,0.0,0.0,0.0
72,6814.06666589954,295.937414048165,6803.45501783541,304.12774193297,5.00670688680759,7.50002170987514,8.39751540392451,3.14257918688076,0.992,-0.118,0.828,-0.552,0.484,-0.864,0.024,-0.989,-0.474,-0.867,-0.841,-0.435,-0.792,0.126,-0.443,0.389,-0.168,0.374,-0.031,0.289,0.028,0.213,0.053,0.158,0.063,0.12,0.066,0.093,0.068,0.074,0.068,0.064,0.0,0.0,0.0,0.0
73,6806.2033463332,298.714499188795,6805.91326350131,303.68282436393,4.18143700919284,7.20226930424876,9.0696567859651,5.12354212653557,0.991,-0.124,0.809,-0.581,0.426,-0.893,-0.07,-0.98,-0.57,-0.791,-0.882,-0.293,-0.724,0.268,-0.321,0.442,-0.072,0.36,0.029,0.253,0.063,0.175,0.072,0.124,0.073,0.091,0.071,0.069,0.07,0.054,0.07,0.046,0.0,0.0,0.0,0.0
74,6813.92150177729,305.294579884498,6805.74207936096,303.383140558132,6.88392193484414,6.14455546215913,13.5793477331014,5.81856562189266,0.986,-0.157,0.695,-0.691,0.163,-0.934,-0.398,-0.84,-0.84,-0.396,-0.755,0.312,-0.221,0.494,0.025,0.331,0.085,0.202,0.094,0.129,0.093,0.088,0.091,0.063,0.093,0.047,0.102,0.036,0.123,0.025,0.157,0.012,0.0,0.0,0.0,0.0
